categoryId,productId,UserId,Event,Rating
85,17931,2786892712,3,0.0
30,45218,2888482546,0,0.0
59,497298,7633812521,3,0.0
74,54043,2169164445,0,0.0
31,144139,9972666474,0,0.0
65,129960,6592764247,3,0.0
85,17968,8337752892,1,0.0
65,147194,1842277187,1,0.0
90,18759,2956678589,0,0.0
55,129099,6795324517,0,0.0
31,417571,9664171755,0,0.0
31,275508,9141735216,3,0.0
57,166396,8129948449,1,0.0
22,446537,8688945746,0,0.0
31,135791,6676323294,0,0.0
31,507600,8361928886,1,0.0
88,318529,1539249142,0,0.0
10,334514,7973544992,0,0.0
92,111066,2499591297,0,0.0
65,70831,3296621344,0,0.0
64,138648,9872481931,1,0.0
50,467267,1459731813,0,0.0
50,508381,2546945263,3,0.0
70,120449,7983399177,1,0.0
65,13542,3694822617,1,0.0
87,75470,5754874983,3,0.0
16,23300,7741594724,0,0.0
81,55629,2382838611,0,0.0
76,425730,8426289828,0,0.0
39,281344,1374265252,3,0.0
53,153686,3566982641,0,0.0
1,205740,1181626453,1,0.0
53,11230,3447998432,1,0.0
76,468154,6546325855,1,0.0
89,333739,1358353438,1,0.0
70,52991,2146174665,3,0.0
10,446242,8885254425,1,0.0
85,93244,9155115141,0,0.0
31,270319,5417268843,0,0.0
11,78955,7919348299,0,0.0
93,432994,5635258759,3,0.0
21,420263,3397398315,3,0.0
9,124712,6231555361,0,0.0
22,158245,7448894357,0,0.0
57,50477,2735731673,1,0.0
28,498619,9381178722,1,0.0
1,216250,4269376557,0,0.0
21,459203,2962236564,3,0.0
7,1499,9444373859,2,0.0
37,417937,9731977443,0,0.0
85,93325,3296621344,1,0.0
87,122777,9312921326,0,0.0
55,276897,7878222155,0,0.0
76,425730,5993193773,0,0.0
35,453537,8837245797,0,0.0
87,37408,5112396348,0,0.0
11,22014,6127476766,0,0.0
22,394389,3585824381,1,0.0
76,298179,4556499569,0,0.0
93,57624,7526752741,0,0.0
70,72059,5665579152,4,1.0
37,427770,9835821849,0,0.0
57,50452,4233528587,0,0.0
11,60420,2382838611,1,0.0
70,72094,9474717926,0,0.0
87,75324,3176411289,0,0.0
28,472680,5448142724,0,0.0
31,265038,3392657773,0,0.0
81,122268,7342237366,1,0.0
31,144139,5938464889,0,0.0
85,148813,1343128945,3,0.0
85,109956,3731681243,1,0.0
49,153166,7396335884,0,0.0
81,131958,8132452741,0,0.0
92,76334,8368218936,0,0.0
35,46196,8459939919,3,0.0
93,200393,2119368861,0,0.0
76,358641,1845732842,0,0.0
51,117900,4465797348,3,0.0
59,389292,1128687863,1,0.0
81,17068,1235518646,0,0.0
49,67801,4269376557,0,0.0
65,89173,3968643955,0,0.0
90,141250,1472776836,1,0.0
1,339192,4419328562,1,0.0
9,21708,8127753499,0,0.0
52,86712,7448894357,3,0.0
70,120563,4735485224,1,0.0
74,454813,8964927777,0,0.0
30,82761,3937361679,0,0.0
38,46749,2546945263,0,0.0
57,129294,4719316368,1,0.0
1,190088,6145361962,0,0.0
39,116597,6151329497,3,0.0
69,377542,1332896972,0,0.0
90,141385,1973466386,0,0.0
87,122753,9849731936,3,0.0
21,80917,3242866287,0,0.0
76,425730,5839796718,1,0.0
74,298032,8145548371,3,0.0
75,183684,9622965428,4,2.0
38,152440,7182691255,0,0.0
31,437186,3552351894,3,0.0
87,110131,4923299599,0,0.0
52,10999,6667143723,0,0.0
30,64157,3812331747,0,0.0
30,45258,5241376191,0,0.0
11,2592,1722831298,1,0.0
10,413573,6275645317,1,0.0
74,386148,8864374128,0,0.0
64,129690,1972977923,0,0.0
50,421570,5411722388,2,0.0
37,447324,5529892483,1,0.0
21,485375,5178942916,0,0.0
16,80073,3455462888,1,0.0
30,135577,1284798668,0,0.0
64,13374,7567638953,0,0.0
55,193005,8688945746,3,0.0
85,17978,4572489874,1,0.0
51,10827,7525598221,0,0.0
21,407312,4565954943,0,0.0
52,153652,5178942916,0,0.0
1,344287,1857648579,0,0.0
49,29839,2742925465,2,0.0
39,306434,8141156323,1,0.0
49,117485,3268212226,0,0.0
85,132126,4233528587,3,0.0
75,204742,6151546323,1,0.0
38,454057,5727484655,0,0.0
81,140604,2533876215,0,0.0
75,188961,2439889321,1,0.0
51,153495,9751382692,0,0.0
10,442873,1236671367,0,0.0
21,238059,7836419551,0,0.0
52,68454,2962236564,0,0.0
10,344575,7184864363,0,0.0
37,244506,8918517153,1,0.0
39,197857,1159876838,1,0.0
87,37342,2286573253,0,0.0
21,279894,9519694672,0,0.0
90,94016,8423615885,0,0.0
21,482116,3996683387,3,0.0
89,132714,4771564398,0,0.0
89,439253,7372888348,0,0.0
76,409544,9662331884,2,0.0
28,82443,7176538922,0,0.0
70,14655,7152551757,0,0.0
30,25912,2225147977,3,0.0
1,309099,2121732971,0,0.0
51,49315,4337419919,3,0.0
64,13365,7777168633,0,0.0
28,320319,2349658729,0,0.0
93,298877,8337752892,1,0.0
70,72045,7455984621,3,0.0
50,457494,6231555361,1,0.0
74,495156,1859385852,0,0.0
51,86636,4376679769,0,0.0
59,297300,8681514638,1,0.0
89,406592,3923663933,0,0.0
53,68663,7247815142,0,0.0
39,346665,2458843265,3,0.0
30,135613,8141156323,0,0.0
22,243655,2647471948,0,0.0
51,160133,6468392747,1,0.0
11,22044,7336515395,1,0.0
22,387710,5289734386,1,0.0
66,13645,1596978872,2,0.0
59,193216,9449698485,0,0.0
66,106495,8132452741,0,0.0
28,365777,5932135228,3,0.0
59,412081,7633812521,3,0.0
87,110152,9474717926,3,0.0
21,243532,3694822617,1,0.0
30,64170,7423166834,0,0.0
52,146008,2888482546,0,0.0
88,474874,3877467573,1,0.0
55,171988,3471114712,0,0.0
76,140366,8244348381,1,0.0
49,117554,2141132636,3,0.0
31,491710,5386253264,0,0.0
31,509858,9278166948,0,0.0
11,142764,5727247129,0,0.0
42,85285,5947132443,0,0.0
81,122295,3329565882,3,0.0
65,160966,2888321215,0,0.0
50,470417,2112595418,0,0.0
31,404508,8921893292,0,0.0
81,55526,2893739466,0,0.0
59,166752,7472535674,1,0.0
35,414544,7464799131,1,0.0
89,328853,6281356458,1,0.0
74,480937,5993193773,1,0.0
75,73175,6178271551,0,0.0
85,132235,6413893579,3,0.0
28,228008,8214658821,0,0.0
35,388355,8162259742,1,0.0
38,255062,9454392933,1,0.0
85,122655,4893948584,1,0.0
38,181601,5635258759,0,0.0
42,117181,3585619848,0,0.0
65,13451,2628548869,3,0.0
30,126323,2132366425,1,0.0
7,59339,7336515395,3,0.0
87,37495,3397398315,0,0.0
57,12094,8245349152,0,0.0
30,82704,5668834347,0,0.0
55,153922,1284798668,0,0.0
88,205277,5993193773,3,0.0
7,112179,3176253687,0,0.0
90,132905,5552186518,0,0.0
64,119502,4119539974,1,0.0
22,475869,8442124413,1,0.0
31,217778,8556772416,0,0.0
75,267788,2243247528,3,0.0
70,14655,8885254425,0,0.0
52,68358,7128516928,0,0.0
87,110215,7633812521,3,0.0
1,123991,7291226942,3,0.0
65,106205,2767279453,0,0.0
65,129941,8815235247,1,0.0
10,498210,6178749621,0,0.0
74,292949,7336515395,3,0.0
65,13554,4927376168,0,0.0
55,362387,2736795136,0,0.0
37,202377,6127476766,1,0.0
90,38040,2888482546,0,0.0
11,134494,1972977923,1,0.0
55,377062,2623758134,0,0.0
30,45266,5146737949,3,0.0
92,38503,7353544385,1,0.0
92,94425,1332896972,0,0.0
75,251916,7539915599,3,0.0
85,132126,2181531618,0,0.0
30,135644,7256752612,3,0.0
52,86883,6297157723,0,0.0
89,288700,9799115586,2,0.0
55,203602,6636687562,3,0.0
7,124347,9972666474,0,0.0
52,11086,8215295524,0,0.0
66,33035,4647634994,0,0.0
51,160042,2893739466,1,0.0
22,404253,7767528515,0,0.0
74,435437,1826963184,3,0.0
64,129802,3438662281,1,0.0
10,169168,7387869784,0,0.0
50,29938,8132313484,1,0.0
30,144051,4675141248,0,0.0
22,475828,7659429296,0,0.0
81,140565,2322449474,3,0.0
39,301495,7336515395,1,0.0
7,95772,5315797495,0,0.0
35,401464,8214658821,0,0.0
38,356532,1859385852,0,0.0
42,85222,3767768451,0,0.0
37,84133,4675141248,0,0.0
38,316125,5928297572,1,0.0
35,401464,7253342985,0,0.0
21,340052,2516121468,3,0.0
42,47749,2458843265,1,0.0
21,80922,1472776836,0,0.0
66,106510,2949519881,1,0.0
37,414697,4773749427,0,0.0
37,254924,7176538922,3,0.0
21,217223,1485379364,1,0.0
74,409172,9945158992,0,0.0
7,142331,5962542737,1,0.0
88,236638,4114743842,0,0.0
38,401868,4174281984,1,0.0
59,398954,8695337395,0,0.0
57,31399,4565184778,0,0.0
22,475869,5566313631,3,0.0
64,70704,5665579152,1,0.0
81,74524,2325978527,3,0.0
75,140206,4831359129,3,0.0
50,372206,2822242569,1,0.0
37,84133,7183832647,3,0.0
53,137961,8389649917,4,4.0
35,350946,8813955598,1,0.0
92,76380,8337752892,1,0.0
66,71075,2278211655,1,0.0
89,194871,6479463433,0,0.0
92,111071,1786994148,0,0.0
64,119307,6859653791,1,0.0
10,314440,3215548282,0,0.0
92,149639,3549418265,0,0.0
81,74453,8236667152,0,0.0
9,134121,3546914536,1,0.0
66,106346,2743155874,1,0.0
90,18789,5914839452,1,0.0
70,90070,2763457471,1,0.0
7,59302,5578587846,0,0.0
87,18199,1738786996,0,0.0
22,430265,3476225283,0,0.0
75,215344,5918664541,3,0.0
51,10827,4357776694,1,0.0
87,122843,3751698245,0,0.0
75,108205,2623758134,0,0.0
37,165021,8463795241,0,0.0
42,117162,9648726897,0,0.0
1,344324,6615726129,0,0.0
21,289931,5779124748,0,0.0
70,53188,4269376557,0,0.0
70,71936,8337752892,1,0.0
93,221262,1895686293,1,0.0
11,22044,1688584248,0,0.0
81,17100,5852277465,3,0.0
39,356757,1928335872,1,0.0
59,129580,3585619848,0,0.0
53,104274,4659612163,1,0.0
74,402671,1443641388,1,0.0
92,76423,8997897176,0,0.0
22,254075,2153435772,3,0.0
1,334133,3828119742,3,0.0
52,128715,2137291149,0,0.0
1,273839,1898951952,0,0.0
88,348666,7717187637,0,0.0
88,487669,5693856317,3,0.0
53,153802,7531176631,1,0.0
74,288058,8474127945,1,0.0
16,23414,4565954943,0,0.0
42,66807,5112396348,1,0.0
42,102752,6622123761,0,0.0
22,206896,9746794845,0,0.0
81,55618,5215578339,0,0.0
11,79079,4237768413,1,0.0
50,322020,6963212915,3,0.0
52,118050,5793238629,0,0.0
39,296407,7236335359,0,0.0
75,108396,4818919598,0,0.0
57,146609,7921355698,1,0.0
65,32856,5914839452,3,0.0
92,141452,7888777724,1,0.0
39,260727,5793238629,0,0.0
28,300245,1441943871,0,0.0
85,132122,5994558488,0,0.0
90,94176,8639133277,1,0.0
87,37450,7232296186,1,0.0
22,269847,6473496386,3,0.0
49,86123,5793238629,0,0.0
37,486270,5586844474,0,0.0
93,195030,4365585443,1,0.0
9,40923,4473188286,0,0.0
16,3890,2587746647,1,0.0
92,149608,5845185646,0,0.0
31,384450,6636687562,0,0.0
90,38049,2471157456,0,0.0
53,128928,8333844782,3,0.0
39,116536,9888643249,0,0.0
28,345513,5298865412,0,0.0
11,22028,8386548849,1,0.0
31,384483,8994782648,3,0.0
64,70704,1236671367,3,0.0
74,464631,1973466386,0,0.0
85,132224,3973765962,3,0.0
55,332158,5457688447,0,0.0
88,493023,2278211655,0,0.0
85,37186,6318189787,0,0.0
52,68358,8141722442,1,0.0
35,320776,3669738286,0,0.0
28,82528,3688945568,0,0.0
74,422202,5986397517,0,0.0
90,141288,1737574967,0,0.0
87,93464,3215726436,1,0.0
30,135541,8714214857,1,0.0
76,416036,7432869828,0,0.0
50,326885,3751698245,1,0.0
52,128715,4815297381,1,0.0
76,373546,6212128826,0,0.0
1,179540,1472776836,0,0.0
50,103627,3134239798,0,0.0
87,110198,3255418117,1,0.0
7,95743,5947132443,0,0.0
92,38322,1834812645,0,0.0
88,37599,6239615412,1,0.0
16,23440,4255411569,3,0.0
21,175207,8173792633,1,0.0
66,161101,5993193773,1,0.0
52,68454,3147253343,0,0.0
22,285146,8676777583,0,0.0
76,323251,8673321174,0,0.0
65,138928,3292245324,3,0.0
55,317089,2141132636,0,0.0
11,60411,8132313484,3,0.0
69,33703,9153899416,1,0.0
88,468349,5239899658,0,0.0
76,333360,6639384734,0,0.0
1,364393,8145548371,1,0.0
76,156038,9381178722,0,0.0
30,25928,7396335884,0,0.0
9,124731,3843415231,1,0.0
81,17224,5886675618,1,0.0
16,97888,6316384648,0,0.0
42,85222,9662331884,1,0.0
81,55618,8758494751,0,0.0
31,440444,8266876782,0,0.0
52,11156,4633927989,0,0.0
37,501048,5983293292,4,5.0
7,20878,1539249142,0,0.0
90,57093,8645131172,3,0.0
69,415591,6955472593,3,0.0
35,26803,1888418643,3,0.0
37,285866,1621698925,0,0.0
70,34024,1845732842,1,0.0
10,157486,9664171755,1,0.0
42,102795,6724588155,1,0.0
11,134474,5241376191,0,0.0
37,244506,1826218485,3,0.0
16,113860,1136566914,0,0.0
30,64282,5576882511,1,0.0
89,348915,9821418814,1,0.0
70,107307,5754874983,1,0.0
53,137918,7342237366,0,0.0
90,149467,1733971718,3,0.0
65,51849,6568412921,3,0.0
38,405168,1343426894,0,0.0
85,75246,8626778957,0,0.0
30,45075,9155115141,1,0.0
10,179925,9131293539,0,0.0
90,57061,8322257139,0,0.0
35,295811,4518467696,0,0.0
59,447881,1539249142,0,0.0
9,41064,9131293539,1,0.0
10,211365,8556772416,0,0.0
70,90072,8957569596,3,0.0
59,214207,7139467429,3,0.0
81,109549,6932529553,0,0.0
85,93374,4847685534,1,0.0
1,226735,1238781851,2,0.0
70,53125,7135957678,3,0.0
52,30518,5257542561,3,0.0
16,98002,2251493759,0,0.0
69,454698,1756845125,2,0.0
35,394863,3585824381,1,0.0
81,55603,3292245324,3,0.0
28,164418,5852277465,0,0.0
65,51833,6361383566,0,0.0
74,467880,3941734946,0,0.0
76,241724,4528745776,1,0.0
50,486748,1688584248,0,0.0
93,423137,9337314657,3,0.0
11,96869,5911931792,1,0.0
35,401464,8833489265,0,0.0
42,66807,7383892561,1,0.0
21,222414,1199521789,3,0.0
89,501883,2239894171,0,0.0
75,148391,6224737872,0,0.0
90,132945,2712945386,1,0.0
69,405782,3186733629,1,0.0
87,132382,6724588155,3,0.0
39,102085,6275645317,1,0.0
69,287481,3767768451,0,0.0
93,226599,1374265252,0,0.0
59,499590,6172971564,0,0.0
55,214021,6159338197,1,0.0
85,140682,8162259742,0,0.0
66,106495,5852277465,0,0.0
11,41297,8329217251,0,0.0
7,77929,1568285885,1,0.0
42,102752,8942144553,0,0.0
42,9327,1486853768,0,0.0
87,18163,3411291467,0,0.0
30,26020,9326494149,4,1.0
85,148839,1236671367,3,0.0
66,52204,9525787146,0,0.0
88,236573,3928629284,0,0.0
50,153219,8423615885,1,0.0
28,300340,6127476766,0,0.0
21,279894,9345276963,1,0.0
7,124406,6245996142,0,0.0
35,434204,8782116489,1,0.0
53,153722,5984838364,0,0.0
39,208318,6316384648,1,0.0
53,118257,7116546883,0,0.0
35,310779,8322257139,1,0.0
28,345660,7253342985,1,0.0
65,70875,6889837557,0,0.0
81,36563,8638657875,0,0.0
74,435418,1888418643,0,0.0
64,146935,1872183465,0,0.0
37,501048,3316762133,0,0.0
55,118414,4956139597,1,0.0
22,158245,1769224588,3,0.0
90,133023,3974967767,1,0.0
64,119419,9462818133,0,0.0
1,349284,3923663933,0,0.0
59,193260,8615359589,1,0.0
51,30206,9258117785,0,0.0
21,135044,2575713152,1,0.0
81,92471,2623758134,0,0.0
11,134404,3157831232,1,0.0
51,160128,2587746647,1,0.0
64,32582,7767528515,0,0.0
31,491710,5852591589,0,0.0
42,47773,7916389231,0,0.0
53,68678,9264719875,0,0.0
93,493396,9731261147,0,0.0
66,119685,8437745867,3,0.0
42,66796,9639155571,0,0.0
35,398154,7464799131,0,0.0
38,460560,3669738286,1,0.0
10,319376,3923663933,1,0.0
89,226393,1596978872,0,0.0
51,86525,7187868348,0,0.0
64,70655,9872481931,0,0.0
51,160145,7919348299,1,0.0
74,445104,2112595418,0,0.0
55,301955,2938167251,0,0.0
22,500588,3597859831,3,0.0
22,423762,8512392874,0,0.0
11,60390,9972666474,0,0.0
49,117478,2892291581,3,0.0
53,137923,2286573253,1,0.0
11,22025,4561221347,0,0.0
74,358383,6456727537,1,0.0
88,487669,4518467696,3,0.0
42,66773,4621548376,0,0.0
30,126438,4482626493,0,0.0
89,373898,1859385852,1,0.0
42,85294,7919755788,1,0.0
57,138203,2537446913,0,0.0
9,78699,1298225822,0,0.0
93,493396,4422546387,0,0.0
76,471378,6795324517,1,0.0
69,287481,5578723276,3,0.0
74,220341,7525598221,3,0.0
81,109576,6932529553,3,0.0
69,161527,2261512386,1,0.0
64,106067,3529175938,0,0.0
35,7664,4835658327,1,0.0
92,76378,8556772416,0,0.0
69,409097,8141722442,0,0.0
31,365871,5448142724,3,0.0
66,71075,7851653342,0,0.0
51,68303,8741482966,3,0.0
57,31348,5793238629,0,0.0
92,76376,4847685534,0,0.0
81,92552,4894988359,3,0.0
31,217778,3974967767,0,0.0
64,51742,3129946189,1,0.0
1,205740,5227716464,0,0.0
87,110211,4966184218,1,0.0
51,49301,5754874983,0,0.0
64,129786,1213667241,1,0.0
90,149480,7445239193,0,0.0
38,486576,6546325855,1,0.0
10,299317,4762483641,1,0.0
30,6586,6456727537,3,0.0
28,407650,6318189787,1,0.0
1,339226,6172121823,1,0.0
66,161027,6479192557,0,0.0
51,160128,2544842752,3,0.0
7,157317,1966744326,2,0.0
59,408830,1842277187,0,0.0
93,308782,2587225171,1,0.0
9,124664,2181531618,1,0.0
1,123991,9118197633,1,0.0
1,273839,4667797992,0,0.0
9,150516,3186733629,1,0.0
51,153470,5693856317,1,0.0
52,30518,8323394146,1,0.0
93,452400,7687846843,1,0.0
93,344113,9676155273,1,0.0
65,13451,4635464125,0,0.0
11,2637,3316762133,0,0.0
31,158504,3476644661,1,0.0
7,77871,4233528587,0,0.0
76,435667,4269376557,1,0.0
70,107261,9278166948,0,0.0
57,172147,9821418814,0,0.0
50,30033,9862475311,0,0.0
81,109416,6159338197,0,0.0
85,148839,6627963842,0,0.0
39,165537,5852591589,0,0.0
74,495156,6239615412,0,0.0
85,56294,6734458959,0,0.0
53,30554,7342237366,0,0.0
66,52036,2942398527,0,0.0
75,188918,3956974718,3,0.0
30,26032,4673677426,2,0.0
39,182076,8862185475,0,0.0
89,413231,7623872675,1,0.0
9,40976,9131293539,0,0.0
9,112804,6361383566,3,0.0
93,123720,7574869191,1,0.0
42,66750,1659742285,0,0.0
90,18631,6267262462,1,0.0
37,101439,5185846317,0,0.0
1,339226,3167484376,0,0.0
81,74337,5955731769,0,0.0
35,398245,6753616189,1,0.0
81,55618,6468392747,0,0.0
74,448332,2147313287,0,0.0
93,252696,8211574664,1,0.0
81,109479,9629677896,0,0.0
7,142330,1737574967,0,0.0
65,138830,1939994792,1,0.0
31,158504,3731681243,1,0.0
93,210845,1622418915,1,0.0
38,286121,4215599871,1,0.0
30,64157,3669738286,0,0.0
49,145558,1298225822,0,0.0
50,463889,8886919863,3,0.0
53,118370,3973765962,1,0.0
65,51994,8127753499,0,0.0
75,35242,3519278837,3,0.0
55,224517,2862298188,0,0.0
88,231442,9676155273,0,0.0
55,160236,8175597855,0,0.0
64,51777,3812331747,0,0.0
74,193946,7864316285,0,0.0
74,277858,9849731936,1,0.0
9,124727,4124661141,1,0.0
57,87610,2443516527,0,0.0
10,179925,4434594326,0,0.0
9,150485,3255418117,0,0.0
1,253,5564616121,0,0.0
64,129812,6882893162,2,0.0
81,140561,8955572939,0,0.0
39,316524,1235518646,3,0.0
75,108348,9797593866,1,0.0
66,32950,8474127945,1,0.0
93,221454,8741482966,1,0.0
70,139619,2269978942,0,0.0
69,130546,6479192557,0,0.0
51,145812,1515114545,0,0.0
75,108205,9849731936,1,0.0
92,57441,8132313484,3,0.0
11,79010,9326494149,0,0.0
93,439451,5741749477,1,0.0
69,287659,9733554732,2,0.0
69,261814,9648726897,0,0.0
57,104873,4391681421,0,0.0
87,75418,1998884277,1,0.0
59,277177,8946212327,0,0.0
42,117181,6961777881,0,0.0
22,114413,3697315226,0,0.0
10,60112,9898194728,1,0.0
37,376111,9829743972,2,0.0
92,111138,2753239443,0,0.0
90,132887,6667143723,0,0.0
37,218158,4238699869,0,0.0
59,428389,8813955598,1,0.0
89,348915,7668563495,3,0.0
31,508271,2647471948,1,0.0
55,187736,7448894357,3,0.0
50,486759,5241376191,0,0.0
89,132804,8214658821,0,0.0
89,413231,3215726436,1,0.0
51,160120,6181118735,0,0.0
90,94176,8437745867,3,0.0
51,160145,2888482546,1,0.0
52,30516,7659429296,0,0.0
10,397204,5112396348,0,0.0
57,31381,9513861113,1,0.0
87,93558,5411722388,3,0.0
22,158245,8681514638,0,0.0
69,461126,6625429641,1,0.0
7,20913,4881767692,1,0.0
69,172660,4673837321,0,0.0
53,68691,1498626275,3,0.0
53,118257,1179951614,0,0.0
75,199515,1288878294,0,0.0
66,33108,1824359742,0,0.0
42,85376,5298865412,3,0.0
55,377062,9251721649,3,0.0
28,496240,8838941294,3,0.0
21,423487,4639752997,1,0.0
66,161025,4376679769,1,0.0
74,409225,3733644314,0,0.0
53,146315,7748911489,0,0.0
92,149655,6636687562,0,0.0
75,173249,2131164862,3,0.0
22,243664,2146174665,0,0.0
50,182348,2587225171,1,0.0
87,110153,1329446897,3,0.0
93,288899,2516121468,3,0.0
31,340743,7978113256,0,0.0
35,197072,8136457368,1,0.0
28,280240,6859653791,0,0.0
39,341799,5911931792,1,0.0
7,150358,2516254316,1,0.0
39,356757,7878213762,3,0.0
28,280240,5492467838,1,0.0
42,9379,8542939299,0,0.0
76,425662,2181531618,3,0.0
65,154615,2763457471,3,0.0
65,129932,3549418265,0,0.0
87,37429,9867959725,3,0.0
31,440444,5112396348,2,0.0
55,255978,4858194843,1,0.0
75,167810,1848258278,0,0.0
85,37186,5741749477,1,0.0
75,209898,8259925326,1,0.0
88,493023,8141722442,3,0.0
85,122643,6231366983,3,0.0
1,359332,5529892483,0,0.0
89,318789,2989544115,0,0.0
22,423638,6184973168,0,0.0
35,388273,9676155273,0,0.0
70,90060,7389616765,0,0.0
31,510216,8133815557,0,0.0
10,174796,5847158656,0,0.0
69,425249,2858235973,0,0.0
10,195578,9341496718,0,0.0
55,182580,3514555527,0,0.0
65,119592,4215599871,0,0.0
50,177181,8475345687,1,0.0
93,288797,7878213762,0,0.0
69,139437,6172971564,0,0.0
16,61562,5974996988,0,0.0
69,389442,4639753368,0,0.0
10,142649,3627527444,0,0.0
89,123137,4632682832,0,0.0
92,149547,8827473359,1,0.0
70,90225,9863125723,1,0.0
85,37231,5239899658,1,0.0
30,6589,5234236762,0,0.0
28,270194,1733971718,0,0.0
38,202699,1857648579,0,0.0
50,357182,5289734386,0,0.0
31,280350,8815235247,0,0.0
39,311558,5285342977,3,0.0
16,23440,1181626453,0,0.0
10,134305,1485379364,1,0.0
1,308981,7973544992,3,0.0
76,415874,7978113256,1,0.0
85,132122,7878213762,1,0.0
49,117507,2575713152,0,0.0
11,134426,7336515395,1,0.0
49,67763,5839956648,0,0.0
89,93865,3391394421,0,0.0
81,92497,5635258759,1,0.0
50,473801,3296621344,3,0.0
66,32947,3655741242,0,0.0
53,118370,4161287352,0,0.0
87,37402,6627963842,0,0.0
81,55586,6267262462,3,0.0
57,11939,3186733629,0,0.0
38,326319,3149347574,3,0.0
66,52163,1848258278,0,0.0
55,235023,6172971564,0,0.0
1,179540,4254335791,1,0.0
