categoryId,productId,rating,rating_count,quantity_sold,price
1.0,339226.0,3.4042595763448396,0.0,38.0,10623.003422560903
1.0,349354.0,3.4042595763448396,0.0,38.0,9442.105577669729
1.0,324156.0,4.25,4.0,29.0,9905.887929618697
1.0,58081.0,3.0,2.0,42.0,11623.668469094064
1.0,344287.0,3.75,4.0,41.0,10803.435156811736
1.0,190088.0,2.0,1.0,40.0,8753.964316927138
1.0,359394.0,3.0,4.0,50.0,9088.338482557721
7.0,150358.0,3.3333333333333335,3.0,46.0,9508.592982627
7.0,40378.0,4.0,3.0,40.0,9055.348933911338
7.0,40372.0,3.4042595763448396,0.0,45.0,11199.863686201472
7.0,142219.0,4.0,4.0,44.0,11240.249590712629
7.0,133918.0,4.0,1.0,37.0,10408.763973889188
7.0,133859.0,4.0,4.0,42.0,11238.90856909641
7.0,1546.0,1.5,2.0,50.0,10212.771556071133
7.0,40371.0,4.333333333333333,3.0,50.0,10756.381041478955
7.0,112329.0,3.0,5.0,33.0,10808.764344554089
7.0,77938.0,4.0,1.0,70.0,11261.900590393783
7.0,20924.0,3.1666666666666665,6.0,38.0,10382.476251361933
7.0,59248.0,5.0,1.0,45.0,10795.859020778635
7.0,133846.0,2.0,1.0,62.0,9751.030986849637
7.0,112339.0,5.0,1.0,42.0,9441.091062683437
7.0,1497.0,3.6666666666666665,3.0,28.0,10255.224408671134
7.0,21005.0,4.666666666666667,3.0,54.0,9528.15265362859
7.0,142331.0,3.6666666666666665,3.0,46.0,9537.717944359496
7.0,20914.0,4.333333333333333,3.0,42.0,9401.388484488038
7.0,20972.0,4.333333333333333,3.0,30.0,9497.391240098286
7.0,40317.0,4.0,3.0,38.0,8872.805434028573
7.0,21022.0,3.4042595763448396,0.0,31.0,9493.127353106323
7.0,40252.0,3.6666666666666665,3.0,32.0,9720.903870920962
7.0,77933.0,3.2,5.0,40.0,10520.505421882695
7.0,95790.0,3.8333333333333335,6.0,39.0,9888.443721872687
7.0,112173.0,2.0,1.0,44.0,11996.459253263714
7.0,1511.0,4.5,2.0,54.0,9764.212627460447
7.0,77953.0,3.6666666666666665,3.0,39.0,13848.435409869639
7.0,1557.0,4.75,4.0,33.0,10834.257586612819
7.0,77790.0,1.0,1.0,51.0,8242.604465390212
7.0,95864.0,3.6666666666666665,3.0,36.0,9931.775244261658
7.0,112186.0,4.0,1.0,31.0,10032.4693299251
7.0,77921.0,4.0,2.0,60.0,8634.590539587416
7.0,1499.0,3.0,1.0,40.0,10074.357828024093
7.0,124406.0,3.4042595763448396,0.0,50.0,9007.992618600467
7.0,95743.0,3.0,1.0,52.0,9310.345026734918
7.0,124334.0,3.0,6.0,44.0,10499.794432963838
7.0,95698.0,3.3333333333333335,6.0,43.0,10386.810446606329
7.0,142330.0,2.5,2.0,43.0,11949.537163619643
7.0,77924.0,5.0,1.0,51.0,9311.397935841565
7.0,20913.0,3.6,5.0,37.0,8944.230581495476
7.0,133961.0,4.0,2.0,54.0,10375.041847007213
7.0,142202.0,3.3333333333333335,3.0,43.0,10247.297763202248
7.0,77929.0,3.25,4.0,40.0,8200.976593308847
7.0,77871.0,2.3333333333333335,3.0,43.0,9386.04242659289
7.0,59159.0,2.4285714285714284,7.0,59.0,11269.91910521801
7.0,77910.0,2.6666666666666665,6.0,48.0,9420.486136303369
7.0,40275.0,3.0,3.0,34.0,11886.130280504656
7.0,20878.0,3.5,2.0,42.0,10761.659397758704
7.0,150255.0,2.0,2.0,41.0,9407.319283472181
7.0,59189.0,2.5,2.0,36.0,11253.623219115701
7.0,112179.0,4.0,2.0,28.0,10317.00850043852
7.0,124394.0,5.0,1.0,40.0,10178.903937912466
7.0,59346.0,2.6666666666666665,3.0,45.0,10305.712085974299
7.0,142273.0,3.75,4.0,48.0,10873.448003759886
7.0,59302.0,3.4042595763448396,0.0,48.0,11288.328561038536
7.0,150333.0,3.4042595763448396,0.0,36.0,10528.740809443041
7.0,150375.0,3.6666666666666665,3.0,41.0,10598.773241799905
7.0,150287.0,4.25,4.0,32.0,9413.241906859621
7.0,95772.0,3.0,2.0,41.0,11535.674539666616
7.0,40221.0,4.0,1.0,49.0,9415.220451738362
7.0,21025.0,3.3333333333333335,3.0,48.0,11280.62934072772
7.0,1613.0,3.0,4.0,34.0,9948.779470843423
7.0,124347.0,3.4042595763448396,0.0,28.0,8975.29623248274
7.0,40300.0,3.0,2.0,35.0,9708.549512701104
7.0,112308.0,3.5,4.0,37.0,9494.795203983924
7.0,95861.0,3.75,4.0,49.0,9928.081857803163
7.0,40205.0,3.3333333333333335,6.0,43.0,10926.526510463716
7.0,59296.0,1.5,2.0,47.0,10199.817624231424
7.0,124382.0,2.4,5.0,41.0,12145.32132707294
7.0,124428.0,3.6666666666666665,3.0,37.0,11620.604795680005
7.0,124305.0,3.0,1.0,38.0,10820.58254724118
7.0,59350.0,3.4042595763448396,0.0,41.0,9910.292991782284
7.0,150408.0,2.0,1.0,42.0,9553.63392809202
7.0,59326.0,2.0,1.0,48.0,11183.704818900513
7.0,20964.0,4.5,2.0,42.0,8201.813131116669
7.0,95842.0,2.6666666666666665,3.0,49.0,11485.23637473835
7.0,150398.0,4.666666666666667,3.0,37.0,8618.05222009402
7.0,133984.0,4.0,2.0,38.0,9725.354837801893
7.0,77895.0,3.0,4.0,54.0,8004.648933484405
7.0,157325.0,4.25,4.0,40.0,9046.133781003567
7.0,40328.0,4.0,3.0,38.0,9623.445828719556
7.0,1507.0,3.5,4.0,37.0,8647.876921158479
7.0,150355.0,3.0,4.0,45.0,10957.163587517662
7.0,124352.0,3.0,1.0,51.0,9722.301655162737
7.0,59166.0,3.0,5.0,36.0,10027.221607642108
7.0,77962.0,4.25,4.0,43.0,9358.428261754367
7.0,21003.0,3.0,2.0,39.0,9871.327603108162
7.0,112325.0,4.166666666666667,6.0,48.0,9343.979104761322
7.0,77863.0,5.0,1.0,40.0,10553.61613739142
7.0,157317.0,4.5,2.0,41.0,8498.3752846964
7.0,124403.0,3.75,4.0,39.0,9829.96809561169
7.0,59240.0,3.0,3.0,50.0,10564.534405993072
7.0,77957.0,3.3333333333333335,3.0,51.0,10283.101932178102
7.0,59339.0,1.0,1.0,32.0,11599.674061135953
7.0,133842.0,4.666666666666667,3.0,37.0,9365.741069805852
7.0,77834.0,5.0,1.0,44.0,10014.27189940047
7.0,59336.0,2.6,5.0,41.0,10755.466101255748
7.0,20953.0,2.6666666666666665,3.0,40.0,8381.442596465376
7.0,77944.0,3.3333333333333335,3.0,44.0,9473.961757604287
7.0,150411.0,3.0,2.0,42.0,10581.606719644202
9.0,112782.0,3.0,1.0,37.0,10100.904747848304
9.0,40911.0,3.75,4.0,49.0,9814.458463258301
9.0,112778.0,3.4042595763448396,0.0,40.0,11186.886944240796
9.0,2301.0,2.5,2.0,52.0,9375.640917806724
9.0,2205.0,3.4042595763448396,0.0,51.0,9251.62473569601
9.0,134141.0,3.3333333333333335,3.0,44.0,9883.478718528526
9.0,21625.0,1.0,1.0,30.0,9946.103399559372
9.0,78535.0,1.0,1.0,48.0,9882.242513347688
9.0,40970.0,4.0,2.0,41.0,8608.719467303366
9.0,40924.0,4.5,2.0,47.0,7915.892049980459
9.0,21741.0,3.0,2.0,39.0,11231.613776974555
9.0,78664.0,3.6666666666666665,3.0,38.0,10675.947936054568
9.0,59989.0,3.3333333333333335,6.0,40.0,9042.575656893892
9.0,40912.0,3.25,4.0,47.0,11280.120080541084
9.0,124731.0,4.0,5.0,33.0,10068.98442272953
9.0,150485.0,4.0,1.0,42.0,11525.469324521073
9.0,78561.0,3.3333333333333335,3.0,36.0,10979.584268134739
9.0,96415.0,5.0,1.0,40.0,9472.854156908832
9.0,21615.0,4.0,1.0,47.0,10055.064781480423
9.0,60030.0,1.8,5.0,31.0,11156.863375484038
9.0,142525.0,4.0,1.0,41.0,9702.2021831579
9.0,96531.0,1.0,1.0,43.0,9687.716801682456
9.0,2216.0,4.0,4.0,34.0,9723.897334705345
9.0,41075.0,4.0,2.0,46.0,8512.912144751645
9.0,142399.0,4.333333333333333,3.0,42.0,9893.738576880685
9.0,21678.0,2.5,2.0,39.0,11812.485254481426
9.0,41044.0,3.6666666666666665,3.0,47.0,9959.761466598926
9.0,41096.0,1.0,2.0,46.0,9481.901025807976
9.0,59924.0,4.333333333333333,3.0,36.0,7369.474943892185
9.0,21650.0,3.0,1.0,39.0,10841.841600101052
9.0,142517.0,3.0,2.0,41.0,10329.57607794563
9.0,142395.0,2.8,5.0,42.0,10365.760568969028
9.0,112804.0,3.2857142857142856,7.0,53.0,8058.139834584108
9.0,124781.0,3.8,5.0,39.0,11211.158897209805
9.0,124664.0,4.0,2.0,53.0,10605.728695359623
9.0,21629.0,3.4042595763448396,0.0,50.0,9391.476612060535
9.0,96515.0,2.75,4.0,36.0,9372.18021818387
9.0,59905.0,5.0,1.0,50.0,10790.438824482655
9.0,78686.0,3.0,2.0,47.0,10558.567485360327
9.0,41077.0,4.0,1.0,45.0,8578.217231286719
9.0,150470.0,3.5,2.0,27.0,10479.962386056182
9.0,2269.0,2.5714285714285716,7.0,47.0,11463.101182712306
9.0,78607.0,4.0,2.0,44.0,10645.206163541983
9.0,78548.0,5.0,2.0,43.0,8679.893667716124
9.0,2213.0,4.0,2.0,44.0,9682.09050135722
9.0,40914.0,3.6666666666666665,3.0,40.0,9033.804720389699
9.0,150455.0,2.6,5.0,34.0,10124.89027797136
9.0,112716.0,3.6666666666666665,3.0,41.0,10654.954414985357
9.0,21771.0,3.0,2.0,48.0,10129.941231867417
9.0,59980.0,4.0,1.0,57.0,11132.23515224231
9.0,40988.0,3.0,1.0,32.0,9935.461614491958
9.0,41032.0,3.6666666666666665,3.0,41.0,9091.17604216906
9.0,134051.0,4.0,1.0,54.0,9435.776411668807
9.0,41081.0,4.0,2.0,48.0,10030.146087224512
9.0,134070.0,4.5,2.0,50.0,9361.69125532934
9.0,60021.0,4.0,1.0,49.0,9483.433066581594
9.0,40923.0,3.0,2.0,53.0,8945.733777883142
9.0,21670.0,4.0,1.0,33.0,10830.51056581207
9.0,2232.0,5.0,1.0,42.0,9208.97282177131
9.0,112691.0,3.4042595763448396,0.0,45.0,10129.143776991588
9.0,134173.0,3.25,4.0,25.0,8744.427699300642
9.0,133999.0,4.0,2.0,45.0,9915.47960404893
9.0,59912.0,3.2,5.0,47.0,10316.9058859318
9.0,2280.0,2.0,1.0,43.0,11055.64472976825
9.0,41033.0,2.5,4.0,43.0,9985.230197948647
9.0,96559.0,2.0,3.0,60.0,9928.577976196115
9.0,21668.0,3.5,2.0,49.0,8209.205764567214
9.0,124727.0,3.4,5.0,39.0,9905.724859187207
9.0,124712.0,2.5,2.0,36.0,9771.70976828087
9.0,78699.0,3.4042595763448396,0.0,36.0,10908.92989403402
9.0,2192.0,5.0,1.0,52.0,8470.818707133803
9.0,96440.0,1.0,1.0,47.0,10527.78040912419
9.0,59935.0,4.0,2.0,41.0,11300.882273863257
9.0,78656.0,5.0,1.0,34.0,8875.389938331848
9.0,134115.0,3.0,2.0,37.0,8093.670309243522
9.0,134132.0,5.0,2.0,47.0,8328.587008436658
9.0,41064.0,4.0,2.0,37.0,8550.335293269438
9.0,2319.0,3.3333333333333335,3.0,36.0,9962.822291244973
9.0,21672.0,3.5,4.0,51.0,7426.231375818667
9.0,150516.0,4.0,2.0,47.0,10382.404434996226
9.0,134121.0,3.6666666666666665,3.0,41.0,9937.429492863394
9.0,134143.0,5.0,1.0,29.0,9530.909594727204
9.0,142393.0,3.0,1.0,37.0,10396.708333748507
9.0,124836.0,1.0,2.0,39.0,8159.375528302299
9.0,124707.0,4.666666666666667,3.0,59.0,10532.707849679191
9.0,60091.0,2.0,1.0,41.0,10901.353711325357
9.0,59982.0,4.5,2.0,45.0,10087.779870355831
9.0,21708.0,2.25,4.0,43.0,8526.961105779006
9.0,21785.0,4.0,3.0,25.0,10703.283663623093
9.0,112815.0,3.0,2.0,43.0,10197.47603582765
9.0,2253.0,2.25,4.0,43.0,9154.698640043527
9.0,124789.0,2.6666666666666665,3.0,45.0,8765.702520152037
9.0,40976.0,3.0,1.0,41.0,12223.360871436578
9.0,96511.0,3.3333333333333335,3.0,39.0,10097.727805559047
9.0,21758.0,4.5,2.0,51.0,9537.226895979615
9.0,150461.0,3.25,4.0,48.0,9643.188958807923
9.0,142392.0,4.0,4.0,53.0,8472.370744785456
9.0,2209.0,3.6666666666666665,3.0,39.0,10556.266491186507
9.0,134049.0,4.333333333333333,3.0,48.0,10597.955688068192
9.0,96403.0,2.5,2.0,33.0,9339.440887715285
10.0,200828.0,4.0,1.0,44.0,9997.442988052058
10.0,232431.0,3.6666666666666665,3.0,36.0,8735.690897027227
10.0,475304.0,3.0,3.0,47.0,10029.837721603928
10.0,134340.0,2.0,2.0,46.0,9176.624143766929
10.0,420087.0,3.5,2.0,28.0,10127.323387424833
10.0,478667.0,3.0,3.0,38.0,9923.880580860416
10.0,436341.0,5.0,2.0,47.0,7983.078743981411
10.0,334514.0,2.4,5.0,52.0,9153.848805177196
10.0,263816.0,2.75,4.0,43.0,11311.255989105057
10.0,206153.0,3.0,1.0,40.0,11310.4242781379
10.0,242909.0,3.0,4.0,48.0,10169.249720868751
10.0,413566.0,3.0,3.0,45.0,9942.087868795674
10.0,180023.0,3.4042595763448396,0.0,40.0,9793.022807271951
10.0,500223.0,4.333333333333333,3.0,60.0,10500.652583127963
10.0,498210.0,4.0,4.0,42.0,9407.177149403771
10.0,413573.0,3.4042595763448396,0.0,35.0,9341.13924397599
10.0,344596.0,1.8,5.0,42.0,11982.594288417908
10.0,174796.0,3.0,3.0,32.0,8226.48202653275
10.0,442873.0,3.0,1.0,42.0,9734.330657593267
10.0,442840.0,3.0,2.0,46.0,8671.679172088578
10.0,211365.0,1.5,2.0,37.0,8896.944794492341
10.0,60166.0,4.666666666666667,3.0,47.0,10882.887976857612
10.0,200903.0,3.4042595763448396,0.0,40.0,10769.698557834909
10.0,174758.0,3.6666666666666665,3.0,47.0,10536.34085936336
10.0,359691.0,4.0,2.0,39.0,10011.748939795587
10.0,472087.0,5.0,1.0,39.0,9497.520955656264
10.0,502326.0,2.25,4.0,32.0,9973.713651307675
10.0,289272.0,4.0,2.0,57.0,11065.4446117605
10.0,502377.0,3.0,2.0,51.0,10017.602099952803
10.0,142649.0,3.0,3.0,58.0,10393.23858310304
10.0,478737.0,3.4,5.0,45.0,8856.797115670275
10.0,314401.0,3.4042595763448396,0.0,49.0,8948.201352392025
10.0,485215.0,3.0,1.0,31.0,9249.090446093895
10.0,504120.0,2.0,1.0,44.0,9131.17559614384
10.0,157439.0,3.0,1.0,44.0,12159.0328178138
10.0,179925.0,3.0,1.0,39.0,12110.84848183177
10.0,426510.0,5.0,3.0,45.0,10408.429767543425
10.0,413530.0,3.0,4.0,37.0,10510.912562844394
10.0,397153.0,2.0,1.0,46.0,8958.352077761225
10.0,472070.0,2.6666666666666665,6.0,32.0,12079.906389597129
10.0,498051.0,3.0,3.0,45.0,10359.459727177638
10.0,488251.0,4.0,6.0,39.0,8070.163658849188
10.0,309472.0,4.0,1.0,40.0,8700.535801991064
10.0,379189.0,2.5,4.0,40.0,9217.730219469735
10.0,442868.0,1.3333333333333333,3.0,46.0,10113.57624958585
10.0,324501.0,3.0,3.0,45.0,10267.860875153836
10.0,299317.0,5.0,1.0,44.0,10933.369678560271
10.0,284302.0,4.0,3.0,32.0,10644.089801070913
10.0,442900.0,3.0,4.0,33.0,8970.373126799035
10.0,96734.0,4.5,2.0,36.0,9743.342947567591
10.0,248149.0,2.0,1.0,39.0,9116.297455718188
10.0,344575.0,3.0,3.0,49.0,11387.655972907876
10.0,508025.0,3.4042595763448396,0.0,45.0,10420.931536858996
10.0,195652.0,2.0,3.0,36.0,8621.20987877384
10.0,364813.0,4.0,3.0,55.0,11112.742077451774
10.0,374583.0,3.25,4.0,40.0,11020.530919987195
10.0,163476.0,2.8333333333333335,6.0,32.0,9920.196515450767
10.0,491134.0,4.0,6.0,38.0,9817.29923679324
10.0,493604.0,3.4,5.0,29.0,8713.278332274565
10.0,423387.0,3.0,4.0,46.0,10350.09176672542
10.0,419974.0,2.0,1.0,56.0,10708.455305772755
10.0,60260.0,3.4042595763448396,0.0,35.0,10366.567451405886
10.0,506390.0,3.3333333333333335,3.0,50.0,10406.880290080244
10.0,397204.0,2.8,5.0,43.0,9501.955955445692
10.0,60112.0,3.5,4.0,44.0,10031.241589479103
10.0,269222.0,4.4,5.0,44.0,9454.441377227042
10.0,446242.0,3.6,5.0,35.0,9408.112045632226
10.0,413457.0,3.4042595763448396,0.0,50.0,10943.050479616802
10.0,416810.0,4.0,1.0,44.0,12290.935469619022
10.0,488336.0,2.0,1.0,39.0,10114.69063480902
10.0,157486.0,4.333333333333333,3.0,43.0,9781.831187000715
10.0,253268.0,5.0,1.0,35.0,8909.705835592456
10.0,242961.0,3.0,3.0,55.0,9213.953031073897
10.0,390638.0,3.4042595763448396,0.0,47.0,9261.232730490865
10.0,279310.0,3.0,1.0,41.0,9709.284243667802
10.0,349669.0,3.5,2.0,39.0,9267.81865699098
10.0,253410.0,3.0,5.0,55.0,10314.17231382568
10.0,134305.0,3.3333333333333335,3.0,39.0,11874.643009517164
10.0,442968.0,3.6666666666666665,3.0,41.0,9186.1723131961
10.0,468913.0,3.6666666666666665,3.0,36.0,10881.144553205799
10.0,124917.0,3.0,1.0,44.0,10566.232162732502
10.0,314440.0,3.25,4.0,39.0,10358.43110582189
10.0,334509.0,4.0,5.0,43.0,11221.398231047671
10.0,157359.0,3.3333333333333335,3.0,45.0,9358.580732166429
10.0,423362.0,2.5,4.0,53.0,9249.07973592395
10.0,319376.0,4.0,3.0,33.0,11556.07209757394
10.0,195578.0,3.6666666666666665,3.0,35.0,10949.664062110252
10.0,279258.0,4.666666666666667,3.0,41.0,11222.132346433453
10.0,416835.0,3.6666666666666665,3.0,41.0,10151.804042217625
10.0,221908.0,3.6666666666666665,3.0,43.0,9352.172234261385
10.0,374489.0,3.5,2.0,47.0,9538.146585211198
10.0,433034.0,5.0,2.0,42.0,10733.292163732698
10.0,169168.0,3.25,4.0,48.0,8819.198687216134
10.0,248175.0,1.0,2.0,48.0,9813.014001720514
10.0,174702.0,3.5,2.0,47.0,10246.158205432394
10.0,142632.0,4.0,1.0,43.0,10858.576019646764
10.0,495843.0,2.6666666666666665,3.0,49.0,8423.990295211224
10.0,294430.0,4.0,4.0,45.0,11015.285094414574
10.0,419977.0,3.25,4.0,32.0,11192.749310758238
10.0,397285.0,3.5,4.0,59.0,9442.565907811037
11.0,41339.0,2.5,4.0,45.0,10448.84844638868
11.0,78950.0,2.6,5.0,53.0,10110.020648394126
11.0,134445.0,3.6,5.0,51.0,8936.488113758085
11.0,134477.0,2.0,2.0,57.0,10174.373362365692
11.0,134515.0,2.5,2.0,32.0,10129.701030438859
11.0,134494.0,3.6666666666666665,3.0,44.0,8347.07794588075
11.0,113186.0,3.5,4.0,36.0,8197.326576807061
11.0,22068.0,3.0,1.0,36.0,9818.19052068831
11.0,134537.0,5.0,1.0,46.0,12242.13411500887
11.0,78992.0,3.4042595763448396,0.0,44.0,9890.346618100675
11.0,60424.0,3.6,5.0,54.0,11635.304583663017
11.0,142860.0,4.0,3.0,45.0,10289.40082627382
11.0,125039.0,4.0,2.0,47.0,10972.852531147
11.0,134467.0,4.5,2.0,35.0,11104.753778900642
11.0,60316.0,4.0,1.0,44.0,10882.842735179587
11.0,113066.0,3.25,4.0,51.0,10988.11105299999
11.0,22147.0,3.25,4.0,51.0,10522.51041909821
11.0,78938.0,3.5,2.0,45.0,11328.254969377731
11.0,125171.0,3.4042595763448396,0.0,50.0,10138.415472840208
11.0,41297.0,4.5,2.0,40.0,10926.013581461515
11.0,60390.0,5.0,1.0,39.0,10310.917179052805
11.0,142733.0,4.5,2.0,55.0,11355.18099621329
11.0,2678.0,3.0,1.0,47.0,11333.627652385978
11.0,22044.0,3.3333333333333335,3.0,35.0,10388.226633739876
11.0,22126.0,2.0,1.0,44.0,9694.953628276571
11.0,41419.0,2.6666666666666665,3.0,32.0,10867.20713424032
11.0,2624.0,3.4042595763448396,0.0,44.0,9574.040172176788
11.0,79079.0,4.0,4.0,45.0,11191.039064382994
11.0,96834.0,3.5,2.0,56.0,10892.966208414215
11.0,134416.0,4.0,2.0,43.0,9048.569577995035
11.0,142886.0,3.0,1.0,42.0,9721.660752119118
11.0,60364.0,4.5,2.0,58.0,8519.67632522132
11.0,142866.0,3.75,4.0,37.0,10299.800161724052
11.0,142896.0,3.0,1.0,46.0,10617.166649728271
11.0,60420.0,3.75,4.0,48.0,10640.8143173345
11.0,60374.0,5.0,1.0,55.0,10069.320649186388
11.0,125155.0,3.5,2.0,33.0,10771.356408405103
11.0,41352.0,4.25,4.0,24.0,10641.008855581495
11.0,113112.0,3.0,2.0,46.0,12041.555247558319
11.0,134457.0,3.0,1.0,39.0,11526.718611414992
11.0,134548.0,3.8333333333333335,6.0,51.0,10236.40753903579
11.0,96929.0,4.666666666666667,3.0,48.0,9661.473513082434
11.0,79019.0,3.4042595763448396,0.0,38.0,11041.328812892978
11.0,134389.0,3.0,2.0,44.0,9381.360787978783
11.0,142841.0,2.3333333333333335,3.0,43.0,10402.206726303733
11.0,96942.0,3.4,5.0,41.0,11126.95109610496
11.0,41336.0,3.5,4.0,48.0,8617.943708247
11.0,78957.0,5.0,1.0,41.0,10915.384874859335
11.0,96823.0,3.5,2.0,40.0,9756.87965560207
11.0,142767.0,3.5,2.0,47.0,8976.80518548777
11.0,60323.0,3.5,2.0,39.0,9360.163491048774
11.0,96914.0,3.0,3.0,49.0,10071.651216824941
11.0,142846.0,4.25,4.0,50.0,7728.704866659427
11.0,134426.0,3.4042595763448396,0.0,49.0,10314.147228681615
11.0,2592.0,5.0,1.0,41.0,8674.753052227603
11.0,113203.0,4.0,2.0,48.0,8641.68346846801
11.0,2580.0,2.0,2.0,43.0,9837.356434385496
11.0,22048.0,3.5,4.0,52.0,10221.13284411248
11.0,125072.0,2.3333333333333335,3.0,38.0,9580.342402201004
11.0,60450.0,3.0,2.0,36.0,8923.72844353786
