categoryId,productId,name
1,168860,"Mansa Traders 12"" x 12"" x 14"" Large Storage Basket with Lid, Cotton Rope Storage Baskets, Laundry Hamper, Toy Bin, Toys Bl..."
1,354341,Astberg Round Grill (150mm/6)
1,252983,"Dirt Eater Fan Mounted Advanced High Efficiency Air Purifier for Home, Set of 3"
1,190081,"CAZAR 8m Car Washer/Pressure Washer Hose Pipe (Size M22 Connector) Compatible with JPT, StarQ, Ballorex, Vantro, Btali (1)"
1,174312,"Faber Marvel 500W Blender Mixer Grinder, || low-noise, up to 18000 rpm speed || 1 year comprehensive warranty (FMG MARVEL ..."
1,364376,SMARTANT® Fully Fiber Adjustable Top Loading Washing Machine Trolley/Stand Especially Designed for LG 6.2 kg
1,190028,"Grabndelas Semi Autometic Washing Machine Cover Fit For All Brand Universal Size 6kg, 6.5Kg, 7Kg, 7.5Kg, 8Kg, 8.5Kg (Black..."
1,200517,OSEASAQUA FRESH AQUA INDIA 14 Litres Storage Fully Automatic RO Water Purifier + UV + UF + TDS + PF + Active Cooper Water ...
1,258238,"Motor Coil Winding Machine, 1/10 Motor Coil Winding Machine with Stainless Steel Gears, Dies/Farma, Handle and Coil Meter"
1,359466,AQUAULTRA UX2124 RO+ UV+ UF and TDS 14 Stage Water Purifier Ultra Filtration Latest Technology Based Aqua Water Filter For...
1,111577,Bosch Top Load Washing Machine Dust Cover/Protective Cover - Blue (Suitable for 7 Kg and 8 Kg Top Loading Washing Machine)
1,359377,AMPEREUS Digital Pre-Calibrated Imported Pen Type LCD Water Filter TDS Meter for Water Testing for Measuring Tds/Ppm- White
1,226735,"Kenstar LITTLE HC 35 Personal Desert Air Water Cooler for Home - Inverter Compatible, Honeycomb Cooling Pads, Collapsible ..."
1,237257,SMIPLEBOL - The Best Is Here Fridge Bottle Shelf Compatible for LG Double Door Refrigerator (Part No: MAN544449)
1,359387,"ODISTAR Desktop Vacuum Cleaner, Mini Table dust Sweeper Energy Saving,High Endurance up to 400 mins,360Ã‚º Rotatable Desig..."
1,184884,"SIFREYA Electric Lint Remover, Best Lint Shaver for Clothes,Lint Remover for Woolen Clothes,Lint Remover for Sweaters"
1,263612,"KANUSHI Industries® 100% Waterproof Top Load Fully Automatic Washing Machine Cover ( Suitable For 6 Kg, 6.5 kg, 7 kg,) (VA..."
1,252928,BRITA Flow German Engineered Water Filter Tank | Stylish Portable Convenient 8.2 Liters| For Fresh and Tasty Water (Activa...
1,111574,"AGARO Galaxy 1000-Watt Sandwich Maker with Non-Stick Grill Plates, 180° Flat Openble Plates and Temperature Adjustment Kno..."
1,242593,"OJRG Portable Electric Mini Juice Maker | Blender Mixer USB Rechargeable Mini Juicer Blender for Smoothies, Juice and Shak..."
1,237235,"Faber 60 cm 1100 m³/hr Auto-Clean curved glass Kitchen Chimney (HOOD ACE PRO HC PB BK 60, Filterless technology, Push Butt..."
1,339226,KRPLUS Brass RO UV Water Purifier TDS Controller Kit Screw Switch Valve with 2 Pcs T Connectors and 2 Mtrs 1/4 Inch Pipe (...
1,349354,"Woah Top Load Washing Machine Cover Suitable for - 6 kg, 6.5 Kg, 7 Kg, 7.5 Kg (Grey Box)"
1,324156,MOONSTRUCK MOON STAR - enegy saver - pankha - black -high speed - 1200 mm - 48 inch ceiling fan
1,58081,USHA Aeroclean 230MM Goodbye Oil and Dust Metal Exhaust Fan for Kitchen(Metallic Grey)
1,344287,"Havells UTC Alkaline with 100% RO & UV Purified Alkaline Water Purifier (Grey and White), 8 litre"
1,190088,Eureka Forbes Aquaguard RO/UV Magna TAP for All Magna RO/UV Models
1,359394,"Seazone Ro Elbow Connectors 1/4 Inch Qc Push fit X 1/4 Inch Thread (Pack Of 12) + 1/4"" Pipe Tube 3 Meter For Ro Water Puri..."
7,150358,"Neska Moda 0 To 6 Months Baby Boys & Baby Girls Cotton Lace Shoes/Booties (Mint,Blue) -BT378andBT1135"
7,40378,FUNKRAFTS Baby Girls' White and Red Crochet Booties - (Ideal for 6-12 Months)
7,40372,"Wearville New Born Baby Boy's & Baby Girls jabla Clothing Top Set(Multicolored),Combo Pack of 5"
7,142219,"Neska Moda 0 To 6 Months Baby Boys & Baby Girls Cotton Rabbit Booties (Mint,Red) -BT387andBT367"
7,133918,"KIKE Baby Boy's and Baby Girl's Reusable Waterproof with Soft Lining Inside Absorbable Plastic Outside Panty (6-12 months,..."
7,133859,Cute Landings® New Born Baby Boys and Girls No Scratch Mittens Set/Glove/Mitten/Gloves/Infant/Toddler/Mitts Set/Winter Wea...
7,1546,Traditional Silver & Black Nazariya Beads For Baby Boys & Baby Girls Nazariya in Silver Plating - One Pair (Black & White)
7,40371,Vrindam 925 Sterling Silver Nazariya Kada For baby Boys and Girls child Specially for 1 Year Baby to 2 Years kids | Tradit...
7,112329,Bold N Elegant Full Sleeve Layered Tshirt and Pyjama Jeans Pant Clothing Set for Infant Toddler Baby Boys n Girls
7,77938,Easybuy Baby-Girls T-Shirt
7,20924,Fflirtygo One Month Birthday Special Baby Romper Full Sleeve with Booties/Onesies/Body Suit/Sleepsuit/Jumpsuit Full Rompers
7,59248,Marks & Spencer Baby-Girl's Regular Fit Vest
7,133846,"benext Boys Cotton Dungaree (8-9 Years, Multicolour)"
7,112339,Hopscotch Girls Cloth Solid Slip On in Multi Color
7,1497,EIO New Born Baby Front Open Cotton Half Sleeves Jhablas Pack of 4
7,21005,GURU KRIPA BABY PRODUCTS Unisex Baby Infant Kids to Toddler 100% Cotton Casual Hosiery Sando Vests Innerwear Baniyan Under...
7,142331,"Neska Moda 6 To 12 Months Baby Girls Cotton Butterfly Booties (Black,Red) -SK172andSK126"
7,20914,Toonyport Infant Kids Cotton Printed Top and Bottom Set
7,20972,Baby Boys & Baby Girl's Soft Cotton printed Full sleeve Shirt Pyjama Casual Dress Jhabla for Kids Newborn Infant Toddler C...
7,40317,Adidas Kids Unisex-Baby Superstar Crib Crib Shoe
7,21022,"JB FASHION Baby Girl's Cotton Blend Sleeve Less Floral Printed Midi Frock (2-3 Years, Blue)"
7,40252,SS Sales Chu Chu Sound Musical Sandals Shoes for Baby Boys & Baby Girls
7,77933,TINY LOOKS unisex-baby Vest
7,95790,Mothercare Baby-Boys ZB602
7,112173,GION Rubber Outsole & Indoor and Outdoor Comfortable Unisex-Kids Bootie Soft Cotton Socks Shoes First Walkers Socks Shoes ...
7,1511,TuddyBuddy 100% Cotton Multi Color Romper/Bodysuit/Onesies for Baby Boy & Baby Girl
7,77953,Kars Girl Baby Cotton Combo Dress for 6 Months - 3 Years(Pack of 3)
7,1557,SuperBottoms Padded Underwear | Waterproof Pull up Underwear | Potty Training Pants for Babies | Pull up Unisex Trainers| ...
7,77790,Merqwadd 4-Pack Baby Girls Knee High Socks Infants Toddlers Bow Knit Socks Cotton Tube Ruffled Stockings
7,95864,"SYGA Baby Girls Boys Cute Cap Hats and Scarf Set, 6-24 Month Knit Warm Baby Winter Cap Hat Beanie Cap Hat"
7,112186,Gilli Shopee Newborn Baby Winter Wear Dress Suit Set 5 Pcs Pack 1-Pyjama 1-Legging 1-Vest 1-Bib 1-Cap 0-3 Months
7,77921,"Salvus APP SOLUTIONS Handmade Metal Unisex Kada For Kids, Set of 2 (0-5 years)"
7,1499,Sathiyas Baby Girls Dresses (Pack of 5) (Printed Button)
7,124406,Mom&dreams New Born Baby Cap Mitten Bootie Set- 2 Pc Pack
7,95743,Walktrendy Baby-Girl's Booties
7,124334,Bouncy Toonz New Born Baby Clothes - Boys & Girls - Rompers 0-3-6-9-12 Months - Ideal for Summer & Winter (Pack of 2) (bod...
7,95698,Baby Boy Clothing Set | Stylist Black Tshirt and Jeans (3-4 Years)
7,142330,"FLAX Kids Short for Baby Boys & Baby Girls Casual Printed Cotton Blend (Multicolor, Pack of 10)"
7,77924,MINI KLUB Boy's Regular Fit T-Shirt (22KBTS646-ON_White
7,20913,Little Charlie Baby's Hazel Soft Sole Sandals
7,133961,Kid's Care Cotton Funky Printed Half Sleeve T-Shirt and Half Pant Combo Set for Baby Boys
7,142202,"Neska Moda 6 To 12 Months Baby Boys & Baby Girls Cotton Lace Shoes/Booties (Red,Blue) -SK138andSK135"
7,77929,"Salvus App SOLUTIONS Silver Kada for Kids(0-5 Years), Kids kada For Boy, Kids bracelets- Set of 2"
7,77871,Fllik Kids Cotton Caps Summer Cap for Sun Protection for Kids Boys and Girls Kids Cotton Caps for 2 to 3 Years Kids Boys a...
7,59159,Sahiba Gems Exclusive 925 Silver 4 Ball Silver Beads and Black Cotton Thread Nazariya for Babies ~ Pack in 2 Pcs (Safe for...
7,77910,"VRITRAZ Kids Summer Fashion Straw Bucket Cap, Suitable for 3-12 Year Hat (Orange)"
7,40275,Lillypupp New Born Baby high Ankle Velcro Booties|Socks for Boy Girl. Infant Toddler Cotton Boots. Size (0-6 Months)
7,20878,"Juflix Water Shoes for Summer Barefoot, Swimming Sneakers, Non Slip Soft Thin Soled Shoes Swim Water Sport Quick Dry Aqua ..."
7,150255,"Neska Moda 0 To 6 Months Baby Boys & Baby Girls Cotton Lace Shoes/Booties (Orange,Blue) -BT378andBT1136"
7,59189,LP fashion Baby girls Top & Bottom wear set || Girls clothes || Top And Shorts
7,112179,KNITROOT Twins Baby Boys Bodysuit for infant Half Sleeve Envelope Neck If you think i'm cute
7,124394,GOLURK Unisex Unisex Printed Pyjami For Kids
7,59346,Tubination Cap Army Print Boy's Fishermen Bucket Cotton Camouflage Army Print Summer Outdoor Fishing Picnic Cap Hat
7,142273,"Neska Moda 12 To 18 Months Baby Girls Cotton Butterfly Frill Booties (Mint,Blue) -BT1142andBT1170"
7,59302,Mothercare Cotton Infant Unisex Joggers
7,150333,Mothercare Girls Round Neck Printed Tee with Headband
7,150375,"Neska Moda 0 To 6 Months Baby Girls Cotton Butterfly Frill Booties (Baby Pink,Red) -BT380andBT1123"
7,150287,"Neska Moda 0 To 6 Months Baby Boys & Baby Girls Cotton Rabbit Booties (Mint,Yellow) -BT1112andBT367"
7,95772,MOMISY 5 Pairs Baby Girl Boys Tube Socks Toddlers Infant Solid Color Ankle Socks Stretch Baby Socks
7,40221,Karrot by Shoppers Stop Printed Poly Blend Crew Neck Infant Girls Dress (S21700PDRS904-P)
7,21025,SMARNN Nazariya for Baby boy Girl (0-9 Months) (Pack of 12)
7,1613,"Triviso Cotton Baby Pajama Pants/Track Pants, Daily Use Lower Pant For Kids Boy And Girls Unisex Pack Of 5 (1 Month - 5 Ye..."
7,124347,Jusfab Printed Kids Infant wear Tshirt Pant Set for 1 to 1.5 Years Baby Boy Girl -Pure Cotton Yellow Tee Blue Shorts
7,40300,Shyamcollections Baby Boy and Baby Girl T- Shirt and Shorts Set Dress Soft Cotton Hosiery Half Sleeve Multicolour - Pack o...
7,112308,"NVS Kids Winter Hat, Baby Girls Boys Winter Balaclava Cap, Thick Scarf Earflap Hood Scarves Skull Caps I Balaclava Cap I M..."
7,95861,A.T.U.N. (ALL THINGS UBER NICE) Girl's Cotton A-Line Knee-Length Casual Dress (GDRS HED_Red-Black_11-12 Years)
7,40205,LUNJIYA Punjabi Kids Juti Multicolor Baby Product
7,59296,BUTUNU Printed Fashionable Baby Kids Girls Infant Cotton Front Open Full Long Sleeves Short Frock Dress Combo Set Pack of 3
7,124382,KidzzCart Baby Boys & Baby Girls Pure Cotton Front Open T-Shirt with Shorts_Multicolor_Pack of 3 (6-12 Months)
7,124428,ANGAAKAR CLOTHINGS New Born Baby Boys and Baby Girls Printed Cotton Front Open Vest for Infants Full Sleeves for Toddlers ...
7,124305,"Kids Comfort Colourful Winter Woollen Monkey Cap Pack of 2 (Red,Pink, 1-2 Years)"
7,59350,Neska Moda Unisex Baby Booties For 0 To 6 Months (Red) (0_months)
7,150408,"Foot Injury Shoe, Shock Absorption Walking Cast Shoe Canvas Fabric Breathable Adjustable for Post Op (YTH)"
7,59326,Njels 925 HALLMARKED Sterling Silver Plain Kada cum Bangle for Baby Boys & Baby Girls (Unisex)
7,20964,HIKUJ Baby Girl’s A-Line New Flower Printed Frock Dress for Kids Girls
7,95842,GURU KRIPA BABY PRODUCTS Unisex Baby Infant Kids to Toddler 100% Cotton Casual Hosiery Sando Vests Innerwear Baniyan Under...
7,150398,Qingyuan Baby So s with Rubber Dots Soles Anti-Slip Soft Sole Cute Cartoon Floor So s for Children Infant Toddler
7,133984,Brand Conquer 3D Astronaut Cartoon Character Printed Little Cap for Kids and Baby Girls 3-12 Years Multicolour
7,77895,Sahiba Gems Exclusive Silver/Chandi Baby Baby Krishna Bracelet Kada Bangle Nazariya Self Design for Babies ~ Fit for 1-2.5...
7,157325,Fancyflight Multi Color Girls Tutu Skirt for Fancy Dress Or Any Competition
7,40328,SHOP FRENZY barbie/Princess Baby Shoes CUM socks booties FOR KIDS TODDLERS INFANT (3 PairS) age 0-12 months | 0-1 year Blu...
7,1507,Butterthief Unisex Infant Soft New Born Baby Sandal 3-7 Months Feet Size 11cm (Pack of 2pair) Multi
7,150355,"100% Cotton Baby Cap+Mitten/Glove+Booty for 0-6 Months| Baby Boy, Baby Girl| Multi Color| Pack of 2 (Pink, Blue)"
7,124352,Joy 'n' Me 100% Pure Cotton with Bio-Wash Skin-Friendly Allergy-Free Printed Jigs Clothing Set Suitable for New Born Baby ...
7,59166,CHIU Rabbit Baby Infant Soft Booties for 0-6 Month's and 6-12 Month's
7,77962,Zuvim Baby Girls Pleated Knee Long Printed Satin Dress
7,21003,VRITRAZ Kid's Caps
7,112325,School Socks black for kids boys girls school uniform Bamboo Organic cotton blend Cushioned odour control Pack of 3 pair
7,77863,Bold N Elegant Cool Jungle Fun Cartoon Bear Tiger Print T-shirt and Shorts Smart Casual Clothing Set for Boys Girls Kids
7,157317,Soku Shopee kids baby boy girl teddy cartoon woolen winter warm booties/socks/shoes/prewalkers/newborn (0-12 months)
7,124403,BriKSHi Baby's Anti Slip Cotton Socks Ankle Length Multicolor Baby Socks Kids Multi Color and Designs Random Colors Baby S...
7,59240,Puma Unisex-Kid Axel V2 Pre-School Black-Vibrant Orange-Deep Aqua Sneaker - 2UK (39461002)
7,77957,LC WAIKIKI Boys Knitted pant
7,59339,"Baby Hand Nazariya, Exclusive 925 Sterling Silver Evil Eye Nazariya Bracelet Set with Black & Silver Beads for Baby Boys &..."
7,133842,"""7"" Embroidery Sleeveless T Shirt with Shorts"
7,77834,"Superminis Baby Boys Cotton Plain Shirt with Blue Color Collar - Regular Fit, Half Sleeves, Collared Neck for Casual Summe..."
7,59336,DIVINE CHARM (Pack of 7) Fashionable Silver Stylish Rings for Girls to wear Casually and Occasionally
7,20953,Kitty Baby Boy Sneakers White Kids Casual Shoes
7,77944,Sahiba Gems Exclusive Nazariya Silver Baby Bracelet Kada Bangle Nazariya with Silver Beads for Babies
7,150411,MINI KLUB Baby-Boys T-Shirt
9,112782,Leader Laptop Bagpack-115For school & Office
9,40911,"Fayby 20 Liter Dry Bag, Barrel-Shaped PVC Tarp River Trekking Drifting Seal Rafting Bag, Ocean Pack Waterproof Bag Dry Bag..."
9,112778,Leader Laptop Bagpack-111For school & Office
9,2301,Northzone 30L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and ...
9,2205,Lenovo Casual Laptop Backpack B210 15.6-inch(39.6cm) Water Repellent Black
9,134141,Generic Polyster Light Weight Laptop Bag 30 ltrs Laptop Backpack for Upto 15.6 inch Laptop-ALB_1XR001382
9,21625,BEAUTY GIRLS By HOTSHOT || Small 15 Liter Girls bag ||Girls college bag || Girls school bag || Girls Tution bag || Girls b...
9,78535,JSMSH A3 Size Document Zip Bag/Pouch 9 INCH X 13 INCH - Multicolour (Pack of 5)
9,40970,Hidesign Women's Laptop Bag (Tan)
9,40924,HOT SHOT 60 Ltrs Black Grey Rucksack (172)
9,21741,F Gear Castle Rugged Base Grey Blk VVV 22 Ltrs Casual Backpack (2336)
9,78664,Raptas Unisex School/Office/College Laptop Books Backpacks Durable Light Weight Travel Fashionable Back Pack
9,59989,LEEROOY Bg11 Backpack Polyester Material with Laptop Compartment and Water Resistance 30 Liters (Black)
9,40912,Wildcraft 30 Ltrs Blaze 1 Flyer Blue_Orange Casual Backpack (12269_Flyer Blue_Orange)(HxWxD : 18x12.5x7.5)(inches)
9,124731,Calandis Portable Foldable Seat Cushion XPE Foam Mat Camping Moisture Proof Pad Pink
9,150485,Layfuz Foldable Cycling Backpack Lightweight Outdoor Sports Bike Riding Hydration Pack Backpack
9,78561,Good Friends Water Resistant 40L Laptop Backpack/School Bag//Backpack/College Bag for Men/Women (Black)
9,96415,VOIV Folding Canopy Pole Outdoor Aluminium Alloy Tent Support Rods Beach Shelter Tarp Awning Pole Repla ent Poles Accessor...
9,21615,PLAYY BAGS Large 35 L Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students(Grey)
9,60030,Safari Quint Cosmic Blue Casual Daypack With Treadsole
9,142525,"Boconi Ultra Travel, Well Padded Laptop Backpack Bag"
9,96531,20pcs Tarp Awning Clamp Clips Tent Snaps Fasteners Camping Tent Tighten Lock Grip Clamp with Carabiners and Bungee Cord fo...
9,2216,Safari Groove 35 Ltrs Water Resistant Backpack
9,41075,"BRUSHFINCH Gazebo Tent 10x10 ft Outdoor, Advertising Personal Canopy Tent, Foldable Tent, Water Resistance Party Instant S..."
9,142399,Rockshok Steep-Curve 5 Compartments Green & Royal Grey Polyester School/Tour/Office Bags for Boys/Girls (48 * 22 * 33 cms)...
9,21678,Glocal Store More|Stripes Forever Casual Backpack 40 Ltrs | Lightweight Backpack for School and Travelling. (Yellow & Green)
9,41044,Hot/Cold zomato/swiggy/Food/Pizza delivery Backpack 14 inch 34 LTR (Yellow)
9,41096,Sayma 2022 New Artistic National Style Oxford Small Capacity Women's Bag Generation Backpack
9,59924,OMRON BAGS Large 35 L Laptop Backpack For Men and Women
9,21650,Wildcraft 20 Ltrs Champ 3 Monster Blue Casual Backpack (12368_Monster_Blue)(HxWxD : 15.5x11.5x6)(inches)
9,142517,fliic Pu Leather slingbag for Girls (Pb-Lock)
9,142395,modern bag black
9,112804,Casual Backpack For School/College with Laptop Compartment
9,124781,Backpack For Women's/Girls
9,124664,Casual Backpacks for Women
9,21629,TRACCO Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover
9,96515,UJEAVETTE Kettle Bag Tactical W/Pocket Water Bottle Carrier Holder Pouch Outdoor Camouflage
9,59905,Travel Backpack Outdoor Hiking Trekking Bag Camping Travelling Luggage Men Women |ITLJUTAONG12| - Pack of 2
9,78686,"Rhyhorn Travel Duffel Bag,Sports Tote Gym Bag, ShoulderBag for Men Women Kids Outdoor Camping Mountaineering Cycling Climb..."
9,41077,"adidas Bucket Backpack, Non Dyed White, One Size"
9,150470,Layfuz 60L Hiking Backpack Water-Resistant Outdoor Sport Trekking Mountaineering Travel Backpack with Shoe Compartment for...
9,2269,COSMUS Sports Medium size 17L Mini Backpack Casual Trendy Daypack
9,78607,Genie Chloe Pink in Color Laptop Backpack 19 inch
